0.5, 0.000000000000000000e+00
1.5, 0.000000000000000000e+00
2.5, 0.000000000000000000e+00
3.5, 0.000000000000000000e+00
4.5, 0.000000000000000000e+00
5.5, 0.000000000000000000e+00
6.5, 0.000000000000000000e+00
7.5, 0.000000000000000000e+00
8.5, 0.000000000000000000e+00
9.5, 0.000000000000000000e+00
10.5, 0.000000000000000000e+00
11.5, 0.000000000000000000e+00
12.5, 0.000000000000000000e+00
13.5, 0.000000000000000000e+00
14.5, 0.000000000000000000e+00
15.5, 0.000000000000000000e+00
16.5, 0.000000000000000000e+00
17.5, 0.000000000000000000e+00
18.5, 0.000000000000000000e+00
19.5, 0.000000000000000000e+00
20.5, 0.000000000000000000e+00
21.5, 0.000000000000000000e+00
22.5, 0.000000000000000000e+00
23.5, 0.000000000000000000e+00
24.5, 1.000000000000000000e+00
25.5, 3.000000000000000000e+00
26.5, 1.200000000000000000e+01
27.5, 2.600000000000000000e+01
28.5, 3.600000000000000000e+01
29.5, 8.200000000000000000e+01
30.5, 1.160000000000000000e+02
31.5, 1.560000000000000000e+02
32.5, 2.040000000000000000e+02
33.5, 2.610000000000000000e+02
34.5, 3.420000000000000000e+02
35.5, 4.700000000000000000e+02
36.5, 5.570000000000000000e+02
37.5, 6.730000000000000000e+02
38.5, 8.320000000000000000e+02
39.5, 1.017000000000000000e+03
40.5, 1.116000000000000000e+03
41.5, 1.391000000000000000e+03
42.5, 1.562000000000000000e+03
43.5, 1.713000000000000000e+03
44.5, 1.792000000000000000e+03
45.5, 2.013000000000000000e+03
46.5, 1.991000000000000000e+03
47.5, 2.048000000000000000e+03
48.5, 2.075000000000000000e+03
49.5, 2.137000000000000000e+03
50.5, 2.012000000000000000e+03
51.5, 2.022000000000000000e+03
52.5, 1.856000000000000000e+03
53.5, 1.779000000000000000e+03
54.5, 1.714000000000000000e+03
55.5, 1.640000000000000000e+03
56.5, 1.530000000000000000e+03
57.5, 1.367000000000000000e+03
58.5, 1.244000000000000000e+03
59.5, 1.277000000000000000e+03
60.5, 1.066000000000000000e+03
61.5, 9.790000000000000000e+02
62.5, 9.490000000000000000e+02
63.5, 9.490000000000000000e+02
64.5, 8.500000000000000000e+02
65.5, 8.600000000000000000e+02
66.5, 7.660000000000000000e+02
67.5, 8.050000000000000000e+02
68.5, 7.840000000000000000e+02
69.5, 7.870000000000000000e+02
70.5, 8.770000000000000000e+02
71.5, 8.030000000000000000e+02
72.5, 7.670000000000000000e+02
73.5, 8.620000000000000000e+02
74.5, 9.080000000000000000e+02
75.5, 9.040000000000000000e+02
76.5, 8.400000000000000000e+02
77.5, 9.080000000000000000e+02
78.5, 9.390000000000000000e+02
79.5, 9.530000000000000000e+02
80.5, 9.080000000000000000e+02
81.5, 8.960000000000000000e+02
82.5, 8.980000000000000000e+02
83.5, 9.290000000000000000e+02
84.5, 9.270000000000000000e+02
85.5, 9.850000000000000000e+02
86.5, 1.064000000000000000e+03
87.5, 9.930000000000000000e+02
88.5, 1.125000000000000000e+03
89.5, 1.129000000000000000e+03
