0, 0.000000000000000000e+00
1, 0.000000000000000000e+00
2, 0.000000000000000000e+00
3, 0.000000000000000000e+00
4, 0.000000000000000000e+00
5, 0.000000000000000000e+00
6, 0.000000000000000000e+00
7, 0.000000000000000000e+00
8, 0.000000000000000000e+00
9, 0.000000000000000000e+00
10, 0.000000000000000000e+00
11, 0.000000000000000000e+00
12, 0.000000000000000000e+00
13, 0.000000000000000000e+00
14, 0.000000000000000000e+00
15, 0.000000000000000000e+00
16, 0.000000000000000000e+00
17, 0.000000000000000000e+00
18, 0.000000000000000000e+00
19, 0.000000000000000000e+00
20, 0.000000000000000000e+00
21, 0.000000000000000000e+00
22, 0.000000000000000000e+00
23, 0.000000000000000000e+00
24, 3.829656862745097986e-06
25, 1.148897058823529396e-05
26, 4.595588235294117583e-05
27, 9.957107843137254764e-05
28, 1.378676470588235275e-04
29, 3.140318627450980620e-04
30, 4.442401960784313664e-04
31, 5.974264705882353400e-04
32, 7.812500000000000434e-04
33, 9.995404411764705066e-04
34, 1.309742647058823430e-03
35, 1.799938725490195972e-03
36, 2.133118872549019402e-03
37, 2.577359068627450931e-03
38, 3.186274509803921524e-03
39, 3.894761029411764747e-03
40, 4.273897058823529840e-03
41, 5.327052696078431529e-03
42, 5.981924019607843569e-03
43, 6.560202205882353053e-03
44, 6.862745098039215591e-03
45, 7.709099264705882720e-03
46, 7.624846813725489995e-03
47, 7.843137254901960675e-03
48, 7.946537990196077955e-03
49, 8.183976715686274925e-03
50, 7.705269607843137636e-03
51, 7.743566176470588480e-03
52, 7.107843137254901862e-03
53, 6.812959558823529493e-03
54, 6.564031862745098138e-03
55, 6.280637254901961022e-03
56, 5.859375000000000000e-03
57, 5.235140931372548635e-03
58, 4.764093137254902383e-03
59, 4.890471813725490169e-03
60, 4.082414215686274751e-03
61, 3.749234068627451105e-03
62, 3.634344362745098138e-03
63, 3.634344362745098138e-03
64, 3.255208333333333478e-03
65, 3.293504901960784322e-03
66, 2.933517156862745084e-03
67, 3.082873774509803811e-03
68, 3.002450980392157038e-03
69, 3.013939950980392291e-03
70, 3.358609068627451191e-03
71, 3.075214460784313642e-03
72, 2.937346813725490169e-03
73, 3.301164215686274491e-03
74, 3.477328431372548809e-03
75, 3.462009803921568471e-03
76, 3.216911764705882200e-03
77, 3.477328431372548809e-03
78, 3.596047794117646860e-03
79, 3.649662990196078476e-03
80, 3.477328431372548809e-03
81, 3.431372549019607796e-03
82, 3.439031862745097964e-03
83, 3.557751225490196016e-03
84, 3.550091911764705847e-03
85, 3.772212009803921611e-03
86, 4.074754901960784582e-03
87, 3.802849264705882287e-03
88, 4.308363970588235600e-03
89, 4.323682598039215938e-03
90, 4.361979166666666782e-03
91, 4.553462009803921871e-03
92, 4.901960784313725422e-03
93, 5.131740196078431356e-03
94, 5.614276960784313729e-03
95, 6.039368872549019836e-03
96, 6.713388480392156431e-03
97, 6.939338235294117280e-03
98, 7.728247549019608142e-03
99, 7.452512254901961196e-03
100, 7.479319852941176787e-03
101, 7.464001225490196449e-03
102, 7.195925245098038804e-03
103, 7.142310049019607622e-03
104, 6.437653186274509484e-03
105, 6.571691176470588307e-03
106, 5.836397058823529493e-03
107, 5.614276960784313729e-03
108, 5.399816176470588133e-03
109, 5.215992647058823213e-03
110, 5.330882352941176613e-03
111, 4.921109068627450844e-03
112, 5.338541666666666782e-03
113, 5.472579656862744737e-03
114, 5.127910539215686271e-03
115, 5.338541666666666782e-03
116, 5.342371323529411867e-03
117, 5.870863970588235253e-03
118, 6.027879901960784582e-03
119, 5.909160539215686098e-03
120, 6.292126225490196276e-03
121, 7.012101715686274751e-03
122, 7.245710784313725769e-03
123, 7.437193627450979991e-03
124, 8.053768382352940319e-03
125, 8.482689950980391511e-03
126, 8.926930147058823040e-03
127, 8.984374999999999306e-03
128, 9.260110294117647120e-03
129, 9.317555147058823387e-03
130, 8.758425245098039325e-03
131, 8.593750000000000694e-03
132, 8.440563725490195582e-03
133, 7.536764705882353053e-03
134, 7.624846813725489995e-03
135, 7.188265931372548635e-03
136, 7.203584558823529840e-03
137, 7.571231617647058813e-03
138, 8.046109068627450150e-03
139, 8.505667892156862017e-03
140, 8.559283088235294934e-03
141, 8.773743872549019662e-03
142, 9.359681372549019315e-03
143, 9.363511029411764400e-03
144, 9.352022058823529146e-03
145, 8.923100490196077955e-03
146, 8.666513480392157298e-03
147, 8.708639705882353227e-03
148, 8.566942401960785103e-03
149, 8.635876225490196623e-03
150, 8.689491421568627805e-03
151, 8.831188725490195929e-03
152, 9.734987745098039325e-03
153, 1.012561274509803967e-02
154, 1.065410539215686306e-02
