0.5, 9.256000000000000000e+03
1.5, 1.696000000000000000e+03
2.5, 2.061000000000000000e+03
3.5, 2.137000000000000000e+03
4.5, 4.977000000000000000e+03
5.5, 2.557000000000000000e+03
6.5, 8.432100000000000000e+04
7.5, 2.131000000000000000e+03
8.5, 1.699000000000000000e+03
9.5, 1.582000000000000000e+03
10.5, 1.424000000000000000e+03
11.5, 1.308000000000000000e+03
12.5, 1.060000000000000000e+03
13.5, 9.800000000000000000e+02
14.5, 8.410000000000000000e+02
15.5, 7.530000000000000000e+02
16.5, 6.720000000000000000e+02
17.5, 5.040000000000000000e+02
18.5, 4.400000000000000000e+02
19.5, 4.660000000000000000e+02
20.5, 4.450000000000000000e+02
21.5, 5.150000000000000000e+02
22.5, 3.390000000000000000e+02
23.5, 3.380000000000000000e+02
24.5, 4.180000000000000000e+02
25.5, 3.830000000000000000e+02
26.5, 3.700000000000000000e+02
27.5, 3.460000000000000000e+02
28.5, 3.270000000000000000e+02
29.5, 3.770000000000000000e+02
30.5, 3.950000000000000000e+02
31.5, 4.100000000000000000e+02
32.5, 2.900000000000000000e+02
33.5, 2.790000000000000000e+02
34.5, 3.640000000000000000e+02
35.5, 3.370000000000000000e+02
36.5, 3.040000000000000000e+02
37.5, 3.400000000000000000e+02
38.5, 3.520000000000000000e+02
39.5, 3.190000000000000000e+02
40.5, 4.320000000000000000e+02
41.5, 3.480000000000000000e+02
42.5, 3.440000000000000000e+02
43.5, 3.420000000000000000e+02
44.5, 3.580000000000000000e+02
45.5, 3.930000000000000000e+02
46.5, 4.250000000000000000e+02
47.5, 4.140000000000000000e+02
48.5, 4.120000000000000000e+02
49.5, 3.650000000000000000e+02
50.5, 4.650000000000000000e+02
51.5, 4.280000000000000000e+02
52.5, 3.710000000000000000e+02
53.5, 4.930000000000000000e+02
54.5, 4.970000000000000000e+02
55.5, 3.760000000000000000e+02
56.5, 4.110000000000000000e+02
57.5, 3.870000000000000000e+02
58.5, 3.790000000000000000e+02
59.5, 5.070000000000000000e+02
60.5, 4.800000000000000000e+02
61.5, 4.430000000000000000e+02
62.5, 4.320000000000000000e+02
63.5, 5.290000000000000000e+02
64.5, 4.870000000000000000e+02
65.5, 6.080000000000000000e+02
66.5, 6.130000000000000000e+02
67.5, 5.130000000000000000e+02
68.5, 5.510000000000000000e+02
69.5, 6.980000000000000000e+02
70.5, 8.410000000000000000e+02
71.5, 7.640000000000000000e+02
72.5, 8.240000000000000000e+02
73.5, 9.080000000000000000e+02
74.5, 1.112000000000000000e+03
75.5, 1.252000000000000000e+03
76.5, 1.296000000000000000e+03
77.5, 1.469000000000000000e+03
78.5, 1.637000000000000000e+03
79.5, 1.787000000000000000e+03
80.5, 1.883000000000000000e+03
81.5, 2.046000000000000000e+03
82.5, 2.268000000000000000e+03
83.5, 2.110000000000000000e+03
84.5, 2.309000000000000000e+03
85.5, 2.293000000000000000e+03
86.5, 2.422000000000000000e+03
87.5, 2.449000000000000000e+03
88.5, 2.445000000000000000e+03
89.5, 2.522000000000000000e+03
90.5, 2.548000000000000000e+03
91.5, 2.706000000000000000e+03
92.5, 2.920000000000000000e+03
93.5, 3.091000000000000000e+03
94.5, 3.016000000000000000e+03
95.5, 3.040000000000000000e+03
96.5, 3.230000000000000000e+03
97.5, 3.254000000000000000e+03
98.5, 3.308000000000000000e+03
99.5, 3.288000000000000000e+03
100.5, 3.334000000000000000e+03
101.5, 3.265000000000000000e+03
102.5, 3.291000000000000000e+03
103.5, 3.252000000000000000e+03
104.5, 3.724000000000000000e+03
105.5, 3.431000000000000000e+03
106.5, 3.520000000000000000e+03
107.5, 3.354000000000000000e+03
108.5, 3.359000000000000000e+03
109.5, 3.224000000000000000e+03
110.5, 3.355000000000000000e+03
111.5, 3.285000000000000000e+03
112.5, 3.390000000000000000e+03
113.5, 3.320000000000000000e+03
114.5, 3.461000000000000000e+03
115.5, 3.302000000000000000e+03
116.5, 3.342000000000000000e+03
117.5, 3.051000000000000000e+03
118.5, 3.004000000000000000e+03
119.5, 3.072000000000000000e+03
120.5, 2.867000000000000000e+03
121.5, 2.799000000000000000e+03
122.5, 2.792000000000000000e+03
123.5, 2.349000000000000000e+03
124.5, 2.338000000000000000e+03
125.5, 2.324000000000000000e+03
126.5, 2.120000000000000000e+03
127.5, 2.247000000000000000e+03
128.5, 1.864000000000000000e+03
129.5, 1.509000000000000000e+03
130.5, 1.535000000000000000e+03
131.5, 1.319000000000000000e+03
132.5, 1.302000000000000000e+03
133.5, 1.083000000000000000e+03
134.5, 1.059000000000000000e+03
135.5, 9.540000000000000000e+02
136.5, 8.450000000000000000e+02
137.5, 8.980000000000000000e+02
138.5, 7.360000000000000000e+02
139.5, 7.200000000000000000e+02
140.5, 7.060000000000000000e+02
141.5, 7.310000000000000000e+02
142.5, 7.210000000000000000e+02
143.5, 5.900000000000000000e+02
