0, 0.000000000000000000e+00
1, 0.000000000000000000e+00
2, 0.000000000000000000e+00
3, 0.000000000000000000e+00
4, 0.000000000000000000e+00
5, 0.000000000000000000e+00
6, 0.000000000000000000e+00
7, 0.000000000000000000e+00
8, 0.000000000000000000e+00
9, 0.000000000000000000e+00
10, 0.000000000000000000e+00
11, 0.000000000000000000e+00
12, 0.000000000000000000e+00
13, 0.000000000000000000e+00
14, 0.000000000000000000e+00
15, 0.000000000000000000e+00
16, 0.000000000000000000e+00
17, 0.000000000000000000e+00
18, 0.000000000000000000e+00
19, 0.000000000000000000e+00
20, 0.000000000000000000e+00
21, 0.000000000000000000e+00
22, 0.000000000000000000e+00
23, 0.000000000000000000e+00
24, 3.829656862745097986e-06
25, 1.531862745098039194e-05
26, 6.127450980392156778e-05
27, 1.608455882352941154e-04
28, 2.987132352941176700e-04
29, 6.127450980392156778e-04
30, 1.056985294117646990e-03
31, 1.654411764705882330e-03
32, 2.435661764705882373e-03
33, 3.435202205882352880e-03
34, 4.744944852941176093e-03
35, 6.544883578431371848e-03
36, 8.678002450980390817e-03
37, 1.125536151960784131e-02
38, 1.444163602941176197e-02
39, 1.833639705882352672e-02
40, 2.261029411764705482e-02
41, 2.793734681372548462e-02
42, 3.391927083333332732e-02
43, 4.047947303921568124e-02
44, 4.734221813725489336e-02
45, 5.505131740196077261e-02
46, 6.267616421568626695e-02
47, 7.051930147058822762e-02
48, 7.846583946078430905e-02
49, 8.664981617647057877e-02
50, 9.435508578431371640e-02
51, 1.020986519607842979e-01
52, 1.092064950980392024e-01
53, 1.160194546568627250e-01
54, 1.225834865196078205e-01
55, 1.288641237745097867e-01
56, 1.347234987745097867e-01
57, 1.399586397058823484e-01
58, 1.447227328431372473e-01
59, 1.496132046568627305e-01
60, 1.536956188725490113e-01
61, 1.574448529411764663e-01
62, 1.610791973039215619e-01
63, 1.647135416666666574e-01
64, 1.679687500000000000e-01
65, 1.712622549019607865e-01
66, 1.741957720588235281e-01
67, 1.772786458333333315e-01
68, 1.802810968137254777e-01
69, 1.832950367647058765e-01
70, 1.866536458333333259e-01
71, 1.897288602941176461e-01
72, 1.926662071078431293e-01
73, 1.959673713235293990e-01
74, 1.994446997549019496e-01
75, 2.029067095588235059e-01
76, 2.061236213235293768e-01
77, 2.096009497549019274e-01
78, 2.131969975490195790e-01
79, 2.168466605392156688e-01
80, 2.203239889705882193e-01
81, 2.237553615196078149e-01
82, 2.271943933823529216e-01
83, 2.307521446078431293e-01
84, 2.343022365196078260e-01
85, 2.380744485294117585e-01
86, 2.421492034313725561e-01
87, 2.459520526960784492e-01
88, 2.502604166666667074e-01
89, 2.545840992647059320e-01
90, 2.589460784313725727e-01
91, 2.634995404411765163e-01
92, 2.684015012254902244e-01
93, 2.735332414215686514e-01
94, 2.791475183823529660e-01
95, 2.851868872549019884e-01
96, 2.919002757352941457e-01
97, 2.988396139705882804e-01
98, 3.065678615196079093e-01
99, 3.140203737745098644e-01
100, 3.214996936274510664e-01
101, 3.289636948529412463e-01
102, 3.361596200980392912e-01
103, 3.433019301470588980e-01
104, 3.497395833333333814e-01
105, 3.563112745098039880e-01
106, 3.621476715686275383e-01
107, 3.677619485294118529e-01
108, 3.731617647058824150e-01
109, 3.783777573529412130e-01
110, 3.837086397058823706e-01
111, 3.886297487745098422e-01
112, 3.939682904411764830e-01
113, 3.994408700980392468e-01
114, 4.045687806372549322e-01
115, 4.099073223039215730e-01
116, 4.152496936274510109e-01
117, 4.211205575980392357e-01
118, 4.271484375000000333e-01
119, 4.330575980392157298e-01
120, 4.393497242647059209e-01
121, 4.463618259803922017e-01
122, 4.536075367647059431e-01
123, 4.610447303921569318e-01
124, 4.690984987745098755e-01
125, 4.775811887254902688e-01
126, 4.865081188725490779e-01
127, 4.954924938725490668e-01
128, 5.047526041666666741e-01
129, 5.140701593137254610e-01
130, 5.228285845588235281e-01
131, 5.314223345588234837e-01
132, 5.398628982843136637e-01
133, 5.473996629901960453e-01
134, 5.550245098039214842e-01
135, 5.622127757352940458e-01
136, 5.694163602941175739e-01
137, 5.769875919117646301e-01
138, 5.850337009803920907e-01
139, 5.935393688725489891e-01
140, 6.020986519607842702e-01
141, 6.108723958333333037e-01
142, 6.202320772058823595e-01
143, 6.295955882352941568e-01
144, 6.389476102941177293e-01
145, 6.478707107843137969e-01
146, 6.565372242647059542e-01
147, 6.652458639705882693e-01
148, 6.738128063725490335e-01
149, 6.824486825980392579e-01
150, 6.911381740196078649e-01
151, 6.999693627450980227e-01
152, 7.097043504901960898e-01
153, 7.198299632352941346e-01
154, 7.304840686274509665e-01
