0, 114
1, 114
2, 112
3, 117
4, 117
5, 116
6, 115
7, 116
8, 118
9, 118
10, 112
11, 118
12, 115
13, 115
14, 112
15, 114
16, 115
17, 114
18, 111
19, 106
20, 109
21, 106
22, 102
23, 106
24, 103
25, 106
26, 111
27, 117
28, 130
29, 139
30, 144
31, 151
32, 156
33, 159
34, 164
35, 166
36, 167
37, 173
38, 180
39, 179
40, 181
41, 180
42, 181
43, 182
44, 182
45, 182
46, 180
47, 182
48, 180
49, 184
50, 181
51, 183
52, 185
53, 180
54, 179
55, 175
56, 173
57, 168
58, 165
59, 158
60, 155
61, 148
62, 133
63, 125
64, 109
65, 105
66, 93
67, 90
68, 89
69, 90
70, 92
71, 98
72, 98
73, 96
74, 102
75, 103
76, 105
77, 106
78, 112
79, 111
80, 111
81, 117
82, 114
83, 115
84, 118
85, 115
86, 112
87, 116
88, 117
89, 116
90, 116
91, 112
92, 118
93, 118
94, 115
95, 114
96, 114
97, 111
98, 120
99, 116
100, 114
101, 115
102, 115
103, 117
104, 118
105, 116
106, 118
107, 119
108, 124
109, 120
110, 119
111, 122
112, 122
113, 120
114, 120
115, 128
116, 129
117, 140
118, 156
119, 159
120, 160
121, 165
122, 165
123, 163
124, 159
125, 160
126, 161
127, 159
128, 155
129, 183
130, 196
131, 182
132, 174
133, 143
134, 144
135, 176
136, 166
137, 143
138, 127
139, 125
140, 134
141, 128
142, 115
143, 131
144, 142
145, 144
146, 122
147, 76
148, 64
149, 66
150, 70
151, 53
152, 61
153, 68
154, 80
155, 84
156, 90
157, 96
158, 125
159, 116
160, 74
161, 80
162, 76
163, 85
164, 80
165, 85
166, 105
167, 117
168, 102
169, 53
170, 46
171, 50
172, 50
173, 64
174, 95
175, 111
176, 92
177, 56
178, 56
179, 59
180, 56
181, 59
182, 95
183, 95
184, 64
185, 56
186, 53
187, 50
188, 50
189, 50
190, 59
191, 82
192, 107
193, 111
194, 103
195, 64
196, 53
197, 59
198, 50
199, 56
200, 53
201, 56
202, 61
203, 61
204, 61
205, 59
206, 53
207, 56
208, 56
209, 56
210, 53
211, 56
212, 66
213, 92
214, 50
215, 43
216, 46
217, 50
218, 53
219, 103
220, 151
221, 166
222, 127
223, 115
224, 116
225, 145
226, 186
227, 195
228, 180
229, 169
230, 175
231, 171
232, 180
233, 188
234, 189
235, 195
236, 197
237, 204
238, 202
239, 196
240, 186
241, 179
242, 171
243, 171
244, 169
245, 180
246, 188
247, 189
248, 197
249, 204
250, 180
251, 125
252, 98
253, 111
254, 115
255, 118
256, 124
257, 122
258, 118
259, 110
260, 109
261, 114
262, 117
263, 116
264, 119
265, 120
266, 117
267, 101
268, 84
269, 66
270, 84
271, 123
272, 151
273, 143
274, 133
275, 105
276, 85
277, 114
278, 123
279, 90
280, 116
281, 123
282, 135
283, 137
284, 124
285, 111
286, 130
287, 128
288, 126
289, 124
290, 127
291, 126
292, 118
293, 125
294, 135
295, 142
296, 150
297, 156
298, 162
299, 165
300, 162
301, 167
302, 170
303, 170
304, 170
305, 170
306, 174
307, 178
308, 183
309, 188
310, 194
311, 199
312, 199
313, 199
314, 200
315, 198
316, 196
317, 194
318, 191
319, 193
320, 195
321, 194
322, 192
323, 187
324, 178
325, 170
326, 160
327, 147
328, 135
329, 132
330, 130
331, 136
332, 130
333, 123
334, 120
335, 127
336, 123
337, 110
338, 85
339, 99
340, 90
341, 85
342, 103
343, 110
344, 99
345, 109
346, 93
347, 87
348, 89
349, 93
350, 89
351, 84
352, 76
353, 78
354, 87
355, 68
356, 56
357, 56
358, 50
359, 56
360, 59
361, 66
362, 76
363, 85
364, 59
365, 106
366, 159
367, 188
368, 177
369, 151
370, 135
371, 116
372, 106
373, 101
374, 61
375, 59
376, 59
377, 64
378, 66
379, 99
380, 70
381, 70
382, 74
383, 70
384, 72
385, 70
386, 68
387, 68
388, 64
389, 64
390, 56
391, 59
392, 61
393, 66
394, 64
395, 64
396, 64
397, 64
398, 66
399, 66
400, 66
401, 59
402, 59
403, 61
404, 64
405, 70
406, 82
407, 102
408, 125
409, 136
410, 144
411, 147
412, 142
413, 139
414, 135
415, 134
416, 134
417, 142
418, 153
419, 163
420, 164
421, 164
422, 166
423, 165
424, 162
425, 164
426, 163
427, 161
428, 160
429, 163
430, 162
431, 160
432, 163
433, 163
434, 160
435, 159
436, 161
437, 162
438, 160
439, 160
440, 162
441, 164
442, 158
443, 162
444, 160
445, 160
446, 162
447, 162
448, 158
449, 161
450, 160
451, 165
452, 158
453, 159
454, 162
455, 162
456, 164
457, 162
458, 164
459, 163
460, 160
461, 159
462, 160
463, 159
464, 159
465, 159
466, 159
467, 160
468, 159
469, 156
470, 160
471, 156
472, 159
473, 156
474, 156
475, 158
476, 153
477, 153
478, 157
479, 159
480, 157
481, 159
482, 161
483, 164
484, 160
485, 162
486, 160
487, 160
488, 161
489, 158
490, 155
491, 156
492, 154
493, 152
494, 153
495, 155
496, 153
497, 156
498, 156
499, 154
500, 153
501, 150
502, 149
503, 148
504, 145
505, 141
506, 143
507, 140
508, 143
509, 140
510, 138
511, 132
